Last N days,Profit Ratio,Time to Ship,City,Customer,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Category,Container,Product Name,Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Supplier,Unit Price,Customer Zip Code
2826,-195.34%,1,Topeka,Barbara Fisher,Small Business,8.0%,1,5/9/2011 12:00:00 AM,34434,Not Specified,16,0.37,Office Supplies,Small Box,Wilson Jones Easy Flow II™ Sheet Lifters,Binders and Binder Accessories,($63),Central,4841,$32,5/10/2011 12:00:00 AM,Regular Air,$5,Kansas,Wilson Jones,$2,66614
2826,43.46%,2,Topeka,Barbara Fisher,Small Business,4.0%,1,5/9/2011 12:00:00 AM,34434,Not Specified,23,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,$51,Central,4842,$117,5/11/2011 12:00:00 AM,Regular Air,$0,Kansas,Avery,$5,66614
3468,9.15%,2,Canton,Justin Hirsh,Consumer,1.0%,1,8/5/2009 12:00:00 AM,34435,Low,42,0.6,Office Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,Pens & Art Supplies,$41,Central,4843,$447,8/7/2009 12:00:00 AM,Regular Air,$3,Michigan,Other,$10,48187
2975,-5.22%,1,Marion,Harold Engle,Consumer,4.0%,1,12/11/2010 12:00:00 AM,34438,High,28,0.58,Office Supplies,Small Pack,Boston 19500 Mighty Mite Electric Pencil Sharpener,Pens & Art Supplies,($31),Central,4844,$589,12/12/2010 12:00:00 AM,Regular Air,$9,Indiana,Boston,$20,46952
2558,-49.10%,1,Baltimore,Vivek Sundaresam,Home Office,8.0%,1,2/1/2012 12:00:00 AM,34470,Critical,31,0.78,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,"($1,456)",East,4845,"$2,966",2/2/2012 12:00:00 AM,Delivery Truck,$57,Maryland,Other,$101,21215
3616,-99.33%,1,Spring Hill,Thomas Brumley,Consumer,10.0%,1,3/10/2009 12:00:00 AM,34497,Medium,36,0.38,Office Supplies,Small Box,Xerox 1961,Paper,($174),South,4846,$175,3/11/2009 12:00:00 AM,Regular Air,$8,Florida,Xerox,$5,34609
3616,19.93%,2,Spring Hill,Thomas Brumley,Consumer,0.0%,1,3/10/2009 12:00:00 AM,34497,Medium,25,0.39,Office Supplies,Small Box,Xerox 1991,Paper,$118,South,4847,$591,3/12/2009 12:00:00 AM,Regular Air,$8,Florida,Xerox,$23,34609
3639,22.92%,5,Port Charlotte,Phillip Flathmann,Small Business,9.0%,1,2/15/2009 12:00:00 AM,34498,Low,4,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,$11,South,4848,$47,2/20/2009 12:00:00 AM,Express Air,$1,Florida,Other,$9,33952
3639,-36.89%,5,Port Charlotte,Phillip Flathmann,Small Business,9.0%,1,2/15/2009 12:00:00 AM,34498,Low,3,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,($23),South,4849,$63,2/20/2009 12:00:00 AM,Regular Air,$9,Florida,Other,$19,33952
3121,-60.52%,1,Meridian,Joel Eaton,Home Office,1.0%,1,7/18/2010 12:00:00 AM,34499,Medium,2,0.57,Furniture,Jumbo Drum,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs & Chairmats,($336),South,4850,$556,7/19/2010 12:00:00 AM,Delivery Truck,$63,Mississippi,Hon,$244,39301
3078,32.52%,2,Findlay,Karen Daniels,Consumer,6.0%,1,8/30/2010 12:00:00 AM,34530,Low,22,0.58,Office Supplies,Small Box,Fellowes Command Center 5-outlet power strip,Appliances,$493,East,4851,"$1,516",9/1/2010 12:00:00 AM,Express Air,$1,Ohio,Fellowes,$68,45840
3078,27.44%,5,Findlay,Karen Daniels,Consumer,9.0%,1,8/30/2010 12:00:00 AM,34530,Low,38,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,$168,East,4852,$612,9/4/2010 12:00:00 AM,Regular Air,$2,Ohio,Other,$17,45840
3078,-33.40%,5,Findlay,Karen Daniels,Consumer,3.0%,1,8/30/2010 12:00:00 AM,34530,Low,7,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,($365),East,4853,"$1,092",9/4/2010 12:00:00 AM,Delivery Truck,$16,Ohio,Other,$151,45840
2244,-6.87%,7,Pueblo,Carol Darley,Small Business,4.0%,1,12/11/2012 12:00:00 AM,34532,Low,41,0.36,Office Supplies,Small Box,Staples Colored Interoffice Envelopes,Envelopes,($85),West,4854,"$1,234",12/18/2012 12:00:00 AM,Express Air,$20,Colorado,Other,$31,81001
3084,10.29%,2,Huber Heights,John Lucas,Small Business,10.0%,1,8/24/2010 12:00:00 AM,34562,Low,22,0.51,Technology,Small Pack,Maxell 4.7GB DVD-R,Computer Peripherals,$58,East,4855,$562,8/26/2010 12:00:00 AM,Regular Air,$2,Ohio,Other,$28,45424
3084,6.23%,4,Huber Heights,John Lucas,Small Business,3.0%,1,8/24/2010 12:00:00 AM,34562,Low,19,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,$23,East,4856,$366,8/28/2010 12:00:00 AM,Regular Air,$9,Ohio,Other,$19,45424
3491,27.34%,1,Troutdale,Valerie Takahito,Consumer,8.0%,1,7/13/2009 12:00:00 AM,34565,Medium,47,0.57,Technology,Small Box,i1000plus,Telephones and Communication,"$1,317",West,4857,"$4,816",7/14/2009 12:00:00 AM,Regular Air,$4,Oregon,Other,$126,97060
3569,17.60%,4,Webster Groves,Katrina Bavinger,Consumer,3.0%,1,4/26/2009 12:00:00 AM,34567,Low,18,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,$589,Central,4858,"$3,344",4/30/2009 12:00:00 AM,Delivery Truck,$26,MO,Other,$181,63119
2389,4.06%,1,Paterson,Dave Poirier,Small Business,7.0%,1,7/19/2012 12:00:00 AM,34595,Medium,12,0.36,Office Supplies,Small Box,Xerox 1893,Paper,$20,East,4859,$489,7/20/2012 12:00:00 AM,Regular Air,$17,New Jersey,Xerox,$41,07501
2712,-22.21%,1,Arlington,James Galang,Consumer,5.0%,1,8/31/2011 12:00:00 AM,34596,Critical,39,0.35,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,($67),South,4860,$302,9/1/2011 12:00:00 AM,Regular Air,$6,Virginia,Other,$8,22204
2970,-30.48%,2,Los Gatos,Brad Thomas,Home Office,7.0%,1,12/16/2010 12:00:00 AM,34597,Medium,8,0.58,Technology,Small Box,V2397,Telephones and Communication,($259),West,4861,$849,12/18/2010 12:00:00 AM,Express Air,$3,California,Other,$126,95032
3258,3.74%,4,Prior Lake,John Castell,Small Business,8.0%,1,3/3/2010 12:00:00 AM,34599,Low,26,0.52,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,$7,Central,4862,$192,3/7/2010 12:00:00 AM,Regular Air,$4,Minnesota,Other,$8,55372
3258,2.37%,4,Prior Lake,John Castell,Small Business,5.0%,1,3/3/2010 12:00:00 AM,34599,Low,29,0.4,Office Supplies,Small Box,Xerox 197,Paper,$22,Central,4863,$939,3/7/2010 12:00:00 AM,Regular Air,$17,Minnesota,Xerox,$31,55372
3389,-100.98%,1,Oswego,Brendan Dodson,Corporate,6.0%,1,10/23/2009 12:00:00 AM,34631,Not Specified,5,0.4,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,($22),Central,4864,$22,10/24/2009 12:00:00 AM,Regular Air,$6,Illinois,Other,$3,60543
3389,22.26%,2,Oswego,Brendan Dodson,Corporate,7.0%,1,10/23/2009 12:00:00 AM,34631,Not Specified,19,0.41,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,"$2,808",Central,4865,"$12,616",10/25/2009 12:00:00 AM,Regular Air,$24,Illinois,Canon,$700,60543
3195,-5.42%,9,East Meadow,Fred Chung,Corporate,4.0%,1,5/5/2010 12:00:00 AM,34657,Low,46,0.36,Office Supplies,Small Box,Staples Colored Interoffice Envelopes,Envelopes,($76),East,4866,"$1,397",5/14/2010 12:00:00 AM,Express Air,$20,New York,Other,$31,11554
2998,-34.29%,0,Rosenberg,Alan Hwang,Small Business,5.0%,1,11/18/2010 12:00:00 AM,34658,Medium,33,0.6,Furniture,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,($926),Central,4867,"$2,702",11/18/2010 12:00:00 AM,Delivery Truck,$56,Texas,Other,$82,77471
2266,-20.24%,2,Phoenix,Cindy Chapman,Consumer,0.0%,1,11/19/2012 12:00:00 AM,34659,High,42,0.35,Office Supplies,Small Box,Avery Binding System Hidden Tab™ Executive Style Index Sets,Binders and Binder Accessories,($53),West,4868,$259,11/21/2012 12:00:00 AM,Regular Air,$5,Arizona,Avery,$6,85023
2709,-68.90%,1,Columbia,Tracy Blumstein,Home Office,10.0%,1,9/3/2011 12:00:00 AM,34660,Not Specified,4,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,($17),South,4869,$25,9/4/2011 12:00:00 AM,Regular Air,$6,South Carolina,Acco,$5,29203
2709,34.50%,2,Florence,Tracy Blumstein,Home Office,1.0%,1,9/3/2011 12:00:00 AM,34660,Not Specified,36,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,"$1,322",South,4870,"$3,832",9/5/2011 12:00:00 AM,Regular Air,$6,South Carolina,Other,$108,29501
3300,-20.31%,2,Huntsville,Nathan Mautz,Corporate,9.0%,1,1/20/2010 12:00:00 AM,34661,Critical,26,0.55,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,($175),South,4871,$864,1/22/2010 12:00:00 AM,Regular Air,$20,Alabama,Other,$34,35810
2580,0.75%,2,Elizabeth,Darrin Sayre,Consumer,9.0%,1,1/10/2012 12:00:00 AM,34662,Critical,35,0.65,Office Supplies,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,$95,East,4872,"$12,742",1/12/2012 12:00:00 AM,Delivery Truck,$99,New Jersey,Other,$371,07201
2768,39.61%,2,Kenner,Nick Crebassa,Corporate,5.0%,1,7/6/2011 12:00:00 AM,34663,Not Specified,38,0.4,Technology,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Office Machines,"$11,562",South,4873,"$29,186",7/8/2011 12:00:00 AM,Delivery Truck,$55,Louisiana,Other,$808,70065
3358,-6.90%,7,Millville,Brad Thomas,Home Office,7.0%,1,11/23/2009 12:00:00 AM,34689,Low,36,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,($40),East,4874,$572,11/30/2009 12:00:00 AM,Regular Air,$6,New Jersey,Other,$17,08332
3671,-77.52%,2,Allentown,Clytie Kelty,Small Business,8.0%,1,1/14/2009 12:00:00 AM,34691,Critical,27,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,($169),East,4875,$218,1/16/2009 12:00:00 AM,Regular Air,$9,Pennsylvania,Other,$8,18103
3671,19.79%,0,Allentown,Clytie Kelty,Small Business,2.0%,1,1/14/2009 12:00:00 AM,34691,Critical,23,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,"$1,425",East,4876,"$7,203",1/14/2009 12:00:00 AM,Delivery Truck,$27,Pennsylvania,Other,$306,18103
3671,-3.01%,2,Allentown,Clytie Kelty,Small Business,10.0%,1,1/14/2009 12:00:00 AM,34691,Critical,13,0.37,Office Supplies,Small Box,Xerox 1939,Paper,($7),East,4877,$246,1/16/2009 12:00:00 AM,Express Air,$10,Pennsylvania,Xerox,$19,18103
2837,-67.26%,0,Pennsauken,Elizabeth Moffitt,Consumer,4.0%,1,4/28/2011 12:00:00 AM,34694,Low,11,0.54,Furniture,Small Box,"Stacking Tray, Side-Loading, Legal, Smoke",Office Furnishings,($37),East,4878,$55,4/28/2011 12:00:00 AM,Regular Air,$7,New Jersey,Other,$4,08109
3015,-2.03%,1,Roseville,Bart Watters,Corporate,1.0%,1,11/1/2010 12:00:00 AM,34721,Not Specified,46,0.59,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",($10),Central,4879,$503,11/2/2010 12:00:00 AM,Regular Air,$5,Minnesota,Acme,$10,55113
2246,-49.24%,2,Smyrna,Neoma Murray,Small Business,6.0%,1,12/9/2012 12:00:00 AM,34723,Medium,4,0.57,Technology,Jumbo Drum,Epson DFX5000+ Dot Matrix Printer,Office Machines,"($3,001)",South,4880,"$6,095",12/11/2012 12:00:00 AM,Delivery Truck,$30,Georgia,Epson,"$1,501",30080
2246,15.35%,3,Smyrna,Neoma Murray,Small Business,6.0%,1,12/9/2012 12:00:00 AM,34723,Medium,46,0.4,Technology,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,$580,South,4881,"$3,776",12/12/2012 12:00:00 AM,Delivery Truck,$30,Georgia,Other,$81,30080
2246,5.33%,2,Smyrna,Neoma Murray,Small Business,9.0%,1,12/9/2012 12:00:00 AM,34723,Medium,29,0.56,Technology,Small Box,5180,Telephones and Communication,$79,South,4882,"$1,488",12/11/2012 12:00:00 AM,Regular Air,$9,Georgia,Other,$66,30080
2747,-27.83%,2,Jersey City,Fred McMath,Small Business,8.0%,1,7/27/2011 12:00:00 AM,34725,Low,14,,Office Supplies,Large Box,"SAFCO Commercial Wire Shelving, Black",Storage & Organization,($525),East,4883,"$1,885",7/29/2011 12:00:00 AM,Regular Air,$35,New Jersey,Other,$138,07097
2883,-71.64%,4,Deer Park,Dorris Love,Corporate,10.0%,1,3/13/2011 12:00:00 AM,34727,Low,20,0.4,Office Supplies,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders and Binder Accessories,($114),East,4884,$160,3/17/2011 12:00:00 AM,Express Air,$9,New York,Fellowes,$8,11729
3302,-54.42%,2,Topeka,Barbara Fisher,Small Business,9.0%,1,1/18/2010 12:00:00 AM,34753,Not Specified,7,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,($64),Central,4885,$117,1/20/2010 12:00:00 AM,Regular Air,$1,Kansas,Other,$21,66614
2434,37.78%,2,Phenix City,Patrick Jones,Home Office,3.0%,1,6/4/2012 12:00:00 AM,34754,Critical,16,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,$236,South,4886,$623,6/6/2012 12:00:00 AM,Regular Air,$5,Alabama,Other,$38,36869
2441,-42.72%,2,Smyrna,Neoma Murray,Small Business,10.0%,1,5/28/2012 12:00:00 AM,34757,High,40,0.37,Office Supplies,Small Box,Xerox 1894,Paper,($107),South,4887,$251,5/30/2012 12:00:00 AM,Express Air,$6,Georgia,Xerox,$6,30080
3295,-6.26%,3,Harrisburg,Jim Sink,Corporate,1.0%,1,1/25/2010 12:00:00 AM,34785,Critical,45,0.71,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,($969),East,4888,"$15,468",1/28/2010 12:00:00 AM,Delivery Truck,$43,Pennsylvania,Other,$401,17112
3261,3.22%,2,Minnetonka,Sean Wendt,Corporate,5.0%,1,2/28/2010 12:00:00 AM,34787,Low,14,0.58,Office Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,$15,Central,4889,$454,3/2/2010 12:00:00 AM,Regular Air,$9,Minnesota,Boston,$31,55345
3372,-35.12%,2,Round Rock,Alan Hwang,Corporate,2.0%,1,11/9/2009 12:00:00 AM,34788,High,4,0.36,Office Supplies,Small Box,Xerox 193,Paper,($11),Central,4890,$30,11/11/2009 12:00:00 AM,Regular Air,$5,Texas,Xerox,$6,78664
2828,11.88%,2,Apple Valley,Mary O'Rourke,Home Office,3.0%,1,5/7/2011 12:00:00 AM,34791,Medium,37,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,$34,Central,4891,$285,5/9/2011 12:00:00 AM,Regular Air,$4,Minnesota,Other,$8,55124
2828,26.87%,0,Apple Valley,Mary O'Rourke,Home Office,1.0%,1,5/7/2011 12:00:00 AM,34791,Medium,9,0.37,Office Supplies,Small Box,Multicolor Computer Printout Paper,Paper,$272,Central,4892,"$1,010",5/7/2011 12:00:00 AM,Regular Air,$20,Minnesota,Other,$105,55124
3011,23.06%,0,Marshalltown,Sally Knutson,Corporate,10.0%,1,11/5/2010 12:00:00 AM,34816,Not Specified,29,0.56,Office Supplies,Small Box,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,$267,Central,4893,"$1,158",11/5/2010 12:00:00 AM,Regular Air,$5,Iowa,Fellowes,$42,50158
3011,23.00%,2,Sioux City,Sally Knutson,Corporate,10.0%,1,11/5/2010 12:00:00 AM,34816,Not Specified,43,0.38,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,$591,Central,4894,"$2,569",11/7/2010 12:00:00 AM,Regular Air,$20,Iowa,Other,$61,51106
2398,32.68%,1,Eden Prairie,Nathan Cano,Consumer,4.0%,1,7/10/2012 12:00:00 AM,34822,Not Specified,23,0.44,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,$324,Central,4895,$991,7/11/2012 12:00:00 AM,Regular Air,$2,Minnesota,Other,$44,55343
3035,-24.06%,2,Kannapolis,Lycoris Saunders,Home Office,10.0%,1,10/12/2010 12:00:00 AM,34849,Critical,3,0.39,Office Supplies,Small Box,Avery 506,Labels,($3),South,4896,$12,10/14/2010 12:00:00 AM,Regular Air,$1,North Carolina,Avery,$4,28081
3035,19.74%,1,Kannapolis,Lycoris Saunders,Home Office,8.0%,1,10/12/2010 12:00:00 AM,34849,Critical,22,0.36,Office Supplies,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,$20,South,4897,$100,10/13/2010 12:00:00 AM,Regular Air,$2,North Carolina,Other,$5,28081
3035,-36.45%,1,Kannapolis,Lycoris Saunders,Home Office,7.0%,1,10/12/2010 12:00:00 AM,34849,Critical,3,0.58,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,($435),South,4898,"$1,193",10/13/2010 12:00:00 AM,Regular Air,$20,North Carolina,Other,$419,28081
2341,-20.30%,4,Midland,Rob Dowd,Corporate,4.0%,1,9/5/2012 12:00:00 AM,34852,Low,26,0.38,Office Supplies,Small Box,Round Ring Binders,Binders and Binder Accessories,($11),Central,4899,$54,9/9/2012 12:00:00 AM,Regular Air,$1,Michigan,Other,$2,48640
2683,-11.43%,3,Brooklyn Park,Matt Abelman,Small Business,16.0%,1,9/29/2011 12:00:00 AM,34853,Critical,49,0.54,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,($75),Central,4900,$652,10/2/2011 12:00:00 AM,Regular Air,$7,Minnesota,Other,$14,55445
3426,-21.95%,1,La Porte,Philip Brown,Home Office,4.0%,1,9/16/2009 12:00:00 AM,34880,High,44,0.37,Office Supplies,Small Box,Xerox 1995,Paper,($62),Central,4901,$284,9/17/2009 12:00:00 AM,Regular Air,$5,Indiana,Xerox,$6,46350
2917,-45.37%,2,Yonkers,Caroline Jumper,Corporate,1.0%,1,2/7/2011 12:00:00 AM,34881,Medium,37,0.37,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,($85),East,4902,$187,2/9/2011 12:00:00 AM,Regular Air,$5,New York,Other,$5,10701
3480,-17.85%,1,West Seneca,Carol Triggs,Home Office,3.0%,1,7/24/2009 12:00:00 AM,34882,Critical,43,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,($15),East,4903,$85,7/25/2009 12:00:00 AM,Regular Air,$1,New York,Other,$2,14224
3377,27.45%,1,Baldwin,Pete Takahito,Corporate,5.0%,1,11/4/2009 12:00:00 AM,34883,Critical,31,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,$249,East,4904,$906,11/5/2009 12:00:00 AM,Regular Air,$6,Pennsylvania,Other,$36,15234
2629,-27.77%,2,Kennesaw,William Brown,Home Office,0.0%,1,11/22/2011 12:00:00 AM,34913,Medium,15,0.37,Office Supplies,Small Box,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders and Binder Accessories,($30),South,4905,$108,11/24/2011 12:00:00 AM,Regular Air,$5,Georgia,Avery,$7,30144
3099,41.22%,2,Port Chester,Theresa Swint,Consumer,8.0%,1,8/9/2010 12:00:00 AM,34916,High,3,0.47,Furniture,Small Pack,Magna Visual Magnetic Picture Hangers,Office Furnishings,$10,East,4906,$24,8/11/2010 12:00:00 AM,Express Air,$6,New York,Other,$5,10573
3389,12.25%,1,Watauga,Amy Cox,Corporate,6.0%,1,10/23/2009 12:00:00 AM,34918,Medium,12,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,$273,Central,4907,"$2,231",10/24/2009 12:00:00 AM,Delivery Truck,$26,Texas,Other,$181,76148
3389,-30.19%,2,Watauga,Amy Cox,Corporate,1.0%,1,10/23/2009 12:00:00 AM,34918,Medium,25,0.42,Furniture,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,($61),Central,4908,$201,10/25/2009 12:00:00 AM,Regular Air,$8,Texas,Other,$7,76148
3308,-38.19%,0,Springfield,Catherine Glotzbach,Home Office,8.0%,1,1/12/2010 12:00:00 AM,34948,Critical,15,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,($404),West,4909,"$1,057",1/12/2010 12:00:00 AM,Delivery Truck,$60,Oregon,Other,$69,97477
2261,-34.05%,2,Albuquerque,Lauren Leatherbury,Home Office,2.0%,1,11/24/2012 12:00:00 AM,34976,Medium,45,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,"($1,524)",West,4910,"$4,475",11/26/2012 12:00:00 AM,Delivery Truck,$74,New Mexico,Other,$96,87105
2261,-38.37%,1,Albuquerque,Lauren Leatherbury,Home Office,8.0%,1,11/24/2012 12:00:00 AM,34976,Medium,29,0.36,Office Supplies,Small Box,Xerox 1983,Paper,($65),West,4911,$168,11/25/2012 12:00:00 AM,Regular Air,$5,New Mexico,Xerox,$6,87105
2920,-163.07%,2,Anderson,Carlos Soltero,Consumer,8.0%,1,2/4/2011 12:00:00 AM,34978,High,49,0.38,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,($270),Central,4912,$166,2/6/2011 12:00:00 AM,Regular Air,$7,Indiana,Other,$4,46016
3049,10.32%,2,Roswell,Quincy Jones,Small Business,0.0%,1,9/28/2010 12:00:00 AM,34979,Critical,15,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,$63,West,4913,$610,9/30/2010 12:00:00 AM,Regular Air,$2,New Mexico,Other,$39,88201
3106,71.58%,2,Calexico,Victoria Pisteka,Corporate,1.0%,1,8/2/2010 12:00:00 AM,34980,Not Specified,7,0.39,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,$101,West,4914,$141,8/4/2010 12:00:00 AM,Regular Air,$4,California,3M,$19,92231
3106,14.15%,2,Calexico,Victoria Pisteka,Corporate,6.0%,1,8/2/2010 12:00:00 AM,34980,Not Specified,25,0.6,Office Supplies,Small Box,Home/Office Personal File Carts,Storage & Organization,$120,West,4915,$848,8/4/2010 12:00:00 AM,Express Air,$5,California,Other,$35,92231
3106,26.39%,2,Camarillo,Victoria Pisteka,Corporate,1.0%,1,8/2/2010 12:00:00 AM,34980,Not Specified,12,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,$148,West,4916,$562,8/4/2010 12:00:00 AM,Regular Air,$5,California,Other,$47,93010
2245,-1.50%,2,Des Moines,Luke Weiss,Corporate,9.0%,1,12/10/2012 12:00:00 AM,35011,Not Specified,14,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",($2),Central,4917,$154,12/12/2012 12:00:00 AM,Regular Air,$3,Iowa,Other,$11,50315
2430,-12.92%,0,Stevens Point,Thomas Boland,Corporate,4.0%,1,6/8/2012 12:00:00 AM,35012,Medium,10,0.58,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,($16),Central,4918,$127,6/8/2012 12:00:00 AM,Regular Air,$5,Wisconsin,Other,$12,54481
2430,-9.37%,1,Sun Prairie,Thomas Boland,Corporate,8.0%,1,6/8/2012 12:00:00 AM,35012,Medium,11,0.56,Technology,Small Box,T65,Telephones and Communication,($166),Central,4919,"$1,770",6/9/2012 12:00:00 AM,Regular Air,$4,Wisconsin,Other,$196,53590
2481,-30.08%,3,Clinton,Jack O'Briant,Home Office,3.0%,1,4/18/2012 12:00:00 AM,35040,Not Specified,44,0.59,Office Supplies,Small Box,Crate-A-Files™,Storage & Organization,($146),South,4920,$487,4/21/2012 12:00:00 AM,Regular Air,$7,Mississippi,Other,$11,39056
3580,-45.27%,0,Freeport,Jasper Cacioppo,Home Office,1.0%,1,4/15/2009 12:00:00 AM,35041,Not Specified,28,0.39,Office Supplies,Small Box,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders and Binder Accessories,($201),East,4921,$444,4/15/2009 12:00:00 AM,Regular Air,$15,New York,Other,$15,11520
2984,-1.05%,1,Fitchburg,Michael Dominguez,Home Office,6.0%,1,12/2/2010 12:00:00 AM,35042,Not Specified,23,0.73,Technology,Small Box,Microsoft Natural Multimedia Keyboard,Computer Peripherals,($13),Central,4922,"$1,197",12/3/2010 12:00:00 AM,Regular Air,$7,Wisconsin,Other,$51,53713
3120,30.34%,1,Nicholasville,Maribeth Yedwab,Home Office,1.0%,1,7/19/2010 12:00:00 AM,35043,Not Specified,45,0.39,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,$38,South,4923,$125,7/20/2010 12:00:00 AM,Express Air,$1,Kentucky,Other,$3,40356
3120,-31.16%,1,Nicholasville,Maribeth Yedwab,Home Office,6.0%,1,7/19/2010 12:00:00 AM,35043,Not Specified,9,0.57,Technology,Small Box,M3682,Telephones and Communication,($288),South,4924,$924,7/20/2010 12:00:00 AM,Regular Air,$8,Kentucky,Other,$126,40356
2497,-1.83%,2,Belle Glade,Darrin Martin,Small Business,10.0%,1,4/2/2012 12:00:00 AM,35045,Medium,44,0.59,Office Supplies,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",Storage & Organization,($10),South,4925,$565,4/4/2012 12:00:00 AM,Regular Air,$5,Florida,Other,$13,33430
3115,-36.00%,0,Provo,Cari Sayre,Corporate,10.0%,1,7/24/2010 12:00:00 AM,35046,Medium,21,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,($55),West,4926,$152,7/24/2010 12:00:00 AM,Express Air,$6,Utah,Wilson Jones,$7,84604
3115,-3.16%,1,Provo,Cari Sayre,Corporate,7.0%,1,7/24/2010 12:00:00 AM,35046,Medium,13,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,($113),West,4927,"$3,584",7/25/2010 12:00:00 AM,Delivery Truck,$70,Utah,Other,$285,84604
